#HQF Attribute Mapping Table,,,,,,,,,,
#Affecting Attribute,Affecting Type,Affecting ID,Affected Attribute,Affected Type,Affected ID,Stack Nerf,Per Level,Calc Type,State,Description
# SKILL ATTRIBUTE MAPPING,,,,,,,,,,
# DRONES,,,,,,,,,,
144,2,377,55,3,6,0,0,0,15,T2 Blaster - Capacitor Recharge Rate
244,2,377,160,6,0,0,0,5,15,T2 Blaster - Tracking Speed
306,2,377,37,3,6,0,0,0,15,T2 Blaster - Max Velocity
517,2,377,158,6,0,0,0,5,15,T2 Blaster - Falloff Modifier
146,2,377,263,3,6,0,0,0,15,T2 Blaster - Shield HP
652,2,377,552,3,6,0,0,0,15,T2 Blaster - Signature Radius
120,2,373,54,6,0,0,0,0,15,T2 Railgun - Optimal Range
317,2,373,6,6,0,0,0,0,15,T2 Railgun - Activation Cost
144,2,373,55,3,6,0,0,0,15,T2 Railgun - Capacitor Recharge Rate
244,2,373,160,6,0,0,0,5,15,T2 Railgun - Tracking Speed
306,2,373,37,3,6,0,0,0,15,T2 Railgun - Max Velocity
517,2,373,158,6,0,0,0,5,15,T2 Railgun - Falloff Modifier
146,2,373,263,3,6,0,0,0,15,T2 Railgun - Shield HP
652,2,373,552,3,6,0,0,0,15,T2 Railgun - Signature Radius
# T2 Projectile Ammo,,,,,,,,,,
120,2,376,54,6,0,0,0,0,15,T2 Artillery - Optimal Range
317,2,376,6,6,0,0,0,0,15,T2 Artillery - Activation Cost
144,2,376,55,3,6,0,0,0,15,T2 Artillery - Capacitor Recharge Rate
244,2,376,160,6,0,0,0,5,15,T2 Artillery - Tracking Speed
306,2,376,37,3,6,0,0,0,15,T2 Artillery - Max Velocity
517,2,376,158,6,0,0,0,5,15,T2 Artillery - Falloff Modifier
146,2,376,263,3,6,0,0,0,15,T2 Artillery - Shield HP
652,2,376,552,3,6,0,0,0,15,T2 Artillery - Signature Radius
120,2,372,54,6,0,0,0,0,15,T2 Autocannon - Optimal Range
317,2,372,6,6,0,0,0,0,15,T2 Autocannon - Activation Cost
144,2,372,55,3,6,0,0,0,15,T2 Autocannon - Capacitor Recharge Rate
244,2,372,160,6,0,0,0,5,15,T2 Autocannon - Tracking Speed
306,2,372,37,3,6,0,0,0,15,T2 Autocannon - Max Velocity
517,2,372,158,6,0,0,0,5,15,T2 Autocannon - Falloff Modifier
146,2,372,263,3,6,0,0,0,15,T2 Autocannon - Shield HP
652,2,372,552,3,6,0,0,0,15,T2 Autocannon - Signature Radius
# SCRIPTS,,,,,,,,,,
2023,2,1400,848,6,0,0,0,0,15,Missile Guidance Computer - Explosion Radius
2024,2,1400,847,6,0,0,0,0,15,Missile Guidance Computer - Explosion Velocity
2025,2,1400,547,6,0,0,0,0,15,Missile Guidance Computer - Missile Velocity
2026,2,1400,596,6,0,0,0,0,15,Missile Guidance Computer - Missile Flight Time
1313,2,910,309,6,0,0,0,0,15,Sensor Booster - Max Target Range
1314,2,910,566,6,0,0,0,0,15,Sensor Booster - Scan Resolution
2282,2,910,1027,6,0,0,0,0,15,Sensor Booster - Grav Strength
2282,2,910,1028,6,0,0,0,0,15,Sensor Booster - Ladar Strength
2282,2,910,1029,6,0,0,0,0,15,Sensor Booster - Mag Strength
2282,2,910,1030,6,0,0,0,0,15,Sensor Booster - Radar Strength
1313,2,911,309,6,0,0,0,0,15,Sensor Dampener - Max Target Range
1314,2,911,566,6,0,0,0,0,15,Sensor Dampener - Scan Resolution
1315,2,909,351,6,0,0,0,0,15,Tracking Disruptor - Optimal Range
1316,2,909,767,6,0,0,0,0,15,Tracking Disruptor - Tracking Speed
1332,2,909,349,6,0,0,0,0,15,Tracking Disruptor- Falloff
2025,2,1569,547,6,0,0,0,0,15,Guidance Disruptor - Missile velocity
2026,2,1569,596,6,0,0,0,0,15,Guidance Disruptor - Missile flight time
2024,2,1569,847,6,0,0,0,0,15,Guidance Disruptor - Explosion velocity
2023,2,1569,848,6,0,0,0,0,15,Guidance Disruptor - Explosion radius
1315,2,907,351,6,0,0,0,0,15,Tracking Computer - Optimal Range
1316,2,907,767,6,0,0,0,0,15,Tracking Computer - Tracking Speed
1332,2,907,349,6,0,0,0,0,15,Tracking Computer - Falloff
66,2,908,73,6,0,0,0,0,15,Warp Disruption Field - Duration Bonus
317,2,908,6,6,0,0,0,0,15,Warp Disruption Field - Capacitor Need
1227,2,908,554,6,0,0,0,0,15,Warp Disruption Field - Signature Radius
1324,2,908,1131,6,0,0,0,0,15,Warp Disruption Field - Mass Reduction
1325,2,908,1164,6,0,0,0,0,15,Warp Disruption Field - AB/MWD Max Velocity
1326,2,908,1270,6,0,0,0,0,15,Warp Disruption Field - AB/MWD Thrust
1327,2,908,103,6,0,0,0,0,15,Warp Disruption Field - Scramble Range
2402,2,1702,984,6,0,0,0,0,15,Captital Flex Shield Hardener - EM 
2403,2,1702,985,6,0,0,0,0,15,Captital Flex Shield Hardener - Explosive 
2404,2,1702,986,6,0,0,0,0,15,Captital Flex Shield Hardener - kinetic 
2405,2,1702,987,6,0,0,0,0,15,Captital Flex Shield Hardener - thermal 
2402,2,1701,984,6,0,0,0,0,15,Captital Flex Armor Hardener - EM 
2403,2,1701,985,6,0,0,0,0,15,Captital Flex Armor Hardener - Explosive 
2404,2,1701,986,6,0,0,0,0,15,Captital Flex Armor Hardener - kinetic 
2405,2,1701,987,6,0,0,0,0,15,Captital Flex Armor Hardener - thermal 
# MINING CRYSTALS,,,,,,,,,,
782,2,482,77,6,483,0,0,5,15,Mining Crystal - Mining Amount
317,2,482,6,6,483,0,0,0,15,Mining Crystal - Capacitor Penalty
782,2,663,77,6,483,0,0,5,15,Mercoxit Mining Crystal - Mining Amount
317,2,663,6,6,483,0,0,0,15,Mercoxit Mining Crystal - Capacitor Penalty
# DRONES,,,,,,,,,,
# DRONE UPGRADES,,,,,,,,,,
2335,2,407,263,3,87,1,0,0,14,Fighter Support Unit - Shield HP
2336,2,407,37,3,87,1,0,0,14,Fighter Support Unit - Velocity
2337,2,407,2233,3,87,1,0,0,14,Fighter Support Unit - ROF
1255,2,645,64,3,18,1,0,0,14,Drone Damage Amplifier
1255,2,645,2131,3,87,1,0,0,14,Drone Damage Amplifier - Fighter Attack Missile EM Damage
1255,2,645,2132,3,87,1,0,0,14,Drone Damage Amplifier - Fighter Attack Missile Thermal Damage
1255,2,645,2133,3,87,1,0,0,14,Drone Damage Amplifier - Fighter Attack Missile Kinetic Damage
1255,2,645,2134,3,87,1,0,0,14,Drone Damage Amplifier - Fighter Attack Missile Explosive Damage
1255,2,645,2227,3,87,1,0,0,14,Drone Damage Amplifier - Fighter Ability EM Damage
1255,2,645,2228,3,87,1,0,0,14,Drone Damage Amplifier - Fighter Ability Thermal Damage
1255,2,645,2229,3,87,1,0,0,14,Drone Damage Amplifier - Fighter Ability Kinetic Damage
1255,2,645,2230,3,87,1,0,0,14,Drone Damage Amplifier - Fighter Ability Explosive Damage
459,2,647,10007,3,6,0,0,1,14,Drone Link Augmenter - Drone Control Range Bonus
20,2,644,37,3,18;87,3,0,0,14,Drone Navigation Computer - Drone Velocity
351,2,646,54,3,18,2,0,0,12,Omni Tracking Link - Optimal Range
351,2,646,2149,3,87,2,0,0,12,Omni Tracking Link - Fighter Optimal Range
351,2,646,2236,3,87,2,0,0,12,Omni Tracking Link - Fighter Ability Optimal Range
349,2,646,158,2,100;639;549;1023,2,0,0,12,Omni Tracking Link - Drone Falloff
349,2,646,2237,3,87,2,0,0,12,Omni Tracking Link - Fighter Falloff
767,2,646,160,2,100;549;1023,2,0,0,12,Omni Tracking Link - Tracking Speed
847,2,646,2235,3,87,2,0,0,12,Omni Tracking Link - Fighter Explosion Velocity
848,2,646,2234,3,87,2,0,0,12,Omni Tracking Link - Fighter Explosion Radius
351,2,1292,54,3,18,2,0,0,14,Omni Tracking Enhancer - Optimal Range
349,2,1292,158,2,100;639;549;1023,2,0,0,14,Omni Enhancer - Falloff
767,2,1292,160,2,100;549;1023,2,0,0,14,Omni Enhancer - Tracking Speed
# REMOTE DRONES,,,,,,,,,,
90,2,544,6,6,0,0,0,8,16,Energy Vampire Drone
517,2,639,158,2,55;53;74,1,0,5,16,TD Drone - Falloff
243,2,639,54,2,55;53;74,1,0,5,16,TD Drone - Optimal Range
244,2,639,160,2,55;53;74,1,0,5,16,TD Drone - Tracking Speed
554,2,639,552,3,6,1,0,0,16,TP Drone - Signature Radius
237,2,639,76,3,6,1,0,0,16,SD Drone - Max Targeting Range
565,2,639,564,3,6,1,0,0,16,SD Drone - Scan Resolution
20,2,641,37,3,6,1,0,0,16,SW Drone - Max Velocity
# ELECTRONIC WARFARE,,,,,,,,,,
# ECCM,,,,,,,,,,
1027,2,202,211,3,6,1,0,0,12,Grav Strength
1028,2,202,209,3,6,1,0,0,12,Ladar Strength
1029,2,202,210,3,6,1,0,0,12,Mag Strength
1030,2,202,208,3,6,1,0,0,12,Radar Strength
# ECM,,,,,,,,,,
#238,2,201,,3,6,0,0,0,14,Grav Strength
#239,2,201,,3,6,0,0,0,14,Ladar Strength
#240,2,201,,3,6,0,0,0,14,Mag Strength
#241,2,201,,3,6,0,0,0,14,Radar Strength
# Signal Distortion Amps,,,,,,,,,,
1130,2,514,238,2,201,1,0,0,15,Grav Strength
1130,2,514,239,2,201,1,0,0,15,Ladar Strength
1130,2,514,240,2,201,1,0,0,15,Mag Strength
1130,2,514,241,2,201,1,0,0,15,Radar Strength
1536,2,514,54,2,201,1,0,0,15,ECM Range
# Sensor Backup Arrays,,,,,,,,,,
1027,2,203,211,3,6,1,0,0,14,Grav Strength
1028,2,203,209,3,6,1,0,0,14,Ladar Strength
1029,2,203,210,3,6,1,0,0,14,Mag Strength
1030,2,203,208,3,6,1,0,0,14,Radar Strength
# ECM Burst,,,,,,,,,,
#238,2,80,,3,6,0,0,0,14,Grav Strength
#239,2,80,,3,6,0,0,0,14,Ladar Strength
#240,2,80,,3,6,0,0,0,14,Mag Strength
#241,2,80,,3,6,0,0,0,14,Radar Strength
# Projected ECCM,,,,,,,,,,
1027,2,289,211,3,6,1,0,0,16,Grav Strength
1028,2,289,209,3,6,1,0,0,16,Ladar Strength
1029,2,289,210,3,6,1,0,0,16,Mag Strength
1030,2,289,208,3,6,1,0,0,16,Radar Strength
# Remote Sensor Dampeners,,,,,,,,,,
309,2,208,76,3,6,1,0,0,16,Max Targeting Range
566,2,208,564,3,6,1,0,0,16,Scan Resolution
# Stasis Webifiers,,,,,,,,,,
20,2,65,37,3,6,1,0,0,16,Max Velocity Penalty
# Target Breakers,,,,,,,,,,
565,2,1154,564,3,6,1,0,0,14,Scan Resolution
# Target Painters,,,,,,,,,,
554,2,379,552,3,6,1,0,0,16,Signature Radius Penalty
# Weapon Disruptors,,,,,,,,,,
349,2,291,158,2,55;53;74,1,0,0,16,Falloff
351,2,291,54,2,55;53;74,1,0,0,16,Optimal Range
767,2,291,160,2,55;53;74,1,0,0,16,Tracking Speed
547,2,291,37,2,654;656;655;653;648;657;772;386;385;384;387;89;476;1677;1019;1678;88;1158;394;395;396,1,0,0,16,Missile velocity
596,2,291,281,2,654;656;655;653;648;657;772;386;385;384;387;89;476;1677;1019;1678;88;1158;394;395;396,1,0,0,16,Max flight time
847,2,291,653,2,654;656;655;653;648;657;772;386;385;384;387;89;476;1677;1019;1678;88;1158;394;395;396,1,0,0,16,Explosion velocity
848,2,291,654,2,654;656;655;653;648;657;772;386;385;384;387;89;476;1677;1019;1678;88;1158;394;395;396,1,0,0,16,Explosion radius
# Warp Disruption Field Generators,,,,,,,,,,
554,2,899,552,3,6,1,0,0,12,Signature Radius Penalty
1131,2,899,10002,3,6,1,0,0,12,Mass Reduction
1164,2,899,20,2,46,1,0,0,12,AB/MWD Max Velocity Penalty
1270,2,899,567,2,46,1,0,0,12,AB/MWD Thrust Penalty
# Warp Scramblers,,,,,,,,,,
105,2,52,10009,3,6,0,0,0,14,Warp Core Strength
# ELECTRONICS AND SENSOR UPGRADES,,,,,,,,,,
# Auto Targeting Systems,,,,,,,,,,
235,2,96,192,3,6,0,0,1,14,Auto Targeter - Max Locked Targets
# Cloaking Devices,,,,,,,,,,
306,2,330,37,3,6,0,0,0,4,Cloaking Device - Max Velocity Penalty
565,2,330,564,3,6,0,0,0,15,Cloaking Device - Scan Resolution
# CPU Upgrades,,,,,,,,,,
202,2,285,48,3,6,0,0,0,14,Co-Processor - CPU Output
# Remote Sensor Boosters,,,,,,,,,,
309,2,290,76,3,6,1,0,0,16,Remote Sensor Booster - Max Targeting Range
566,2,290,564,3,6,1,0,0,16,Remote Sensor Booster - Scan Resolution
1027,2,290,211,3,6,1,0,0,16,Remote Sensor Booster - Grav Strength
1028,2,290,209,3,6,1,0,0,16,Remote Sensor Booster - Ladar Strength
1029,2,290,210,3,6,1,0,0,16,Remote Sensor Booster - Mag Strength
1030,2,290,208,3,6,1,0,0,16,Remote Sensor Booster - Radar Strength
# Sensor Boosters,,,,,,,,,,
309,2,212,76,3,6,1,0,0,12,Sensor Booster - Max Targeting Range
566,2,212,564,3,6,1,0,0,12,Sensor Booster - Scan Resolution
1027,2,212,211,3,6,1,0,0,12,Remote Sensor Booster - Grav Strength
1028,2,212,209,3,6,1,0,0,12,Remote Sensor Booster - Ladar Strength
1029,2,212,210,3,6,1,0,0,12,Remote Sensor Booster - Mag Strength
1030,2,212,208,3,6,1,0,0,12,Remote Sensor Booster - Radar Strength
# Networked Sensor Array
1027,2,1706,211,3,6,1,0,0,12,Networked Sensor Array - Grav Strength
1028,2,1706,209,3,6,1,0,0,12,Networked Sensor Array - Ladar Strength
1029,2,1706,210,3,6,1,0,0,12,Networked Sensor Array - Mag Strength
1030,2,1706,208,3,6,1,0,0,12,Networked Sensor Array - Radar Strength
235,2,1706,192,3,6,1,0,1,12,Networked Sensor Array - Max Locked Targets
565,2,1706,564,3,6,1,0,0,12,Networked Sensor Array - Scan Resolution
1190,2,1706,6,2,52;65;80;201;291;379;1672,1,0,0,12,Networked Sensor Array - Ewar Cap Malus
# Signal Amplifiers,,,,,,,,,,
235,2,210,192,3,6,0,0,1,14,Signal Amplifier - Max Locked Targets
309,2,210,76,3,6,1,0,0,14,Signal Amplifier - Max Targeting Range
566,2,210,564,3,6,1,0,0,14,Signal Amplifier - Scan Resolution
1027,2,210,211,3,6,1,0,0,14,Signal Amplifier - Grav Strength
1028,2,210,209,3,6,1,0,0,14,Signal Amplifier - Ladar Strength
1029,2,210,210,3,6,1,0,0,14,Signal Amplifier - Mag Strength
1030,2,210,208,3,6,1,0,0,14,Signal Amplifier - Radar Strength
# ENGINEERING EQUIPMENT,,,,,,,,,,
# Capacitor Batteries,,,,,,,,,,
67,2,61,482,3,6,0,0,1,14,Capacitor Battery - Capacitor Capacity
1816,2,61,97,2,-71,0,0,0,14,Capacitor Battery - Neut Reflector
1817,2,61,90,2,-68,0,0,0,14,Capacitor Battery - Nos Reflector
# Energy Destablilizers,,,,,,,,,,
97,2,71,6,6,0,0,0,8,16,Energy Neutralized
# Energy Transfer Arrays,,,,,,,,,,
90,2,67,6,6,0,0,0,8,16,Energy Transferred
# Energy Vampires,,,,,,,,,,
90,2,68,6,6,0,0,0,8,12,Energy Transferred
# Auxiliary Power Cores,,,,,,,,,,
549,2,339,11,3,6,0,0,1,14,Auxiliary Power Core - PG
# Capacitor Flux Coils,,,,,,,,,,
144,2,768,55,3,6,0,0,0,14,Cap Flux Coil - Cap Recharge Rate
147,2,768,482,3,6,0,0,0,14,Cap Flux Coil - Cap Capacity
# Capacitor Power Relays,,,,,,,,,,
144,2,767,55,3,6,0,0,0,14,Cap Power Relay - Cap Recharge Rate
548,2,767,68,2,40;1156,1,0,0,14,Cap Power Relay - Shield Boost Bonus
# Capacitor Rechargers,,,,,,,,,,
144,2,43,55,3,6,0,0,0,14,Cap Recharger - Cap Recharge Rate
# Power Diagnostic Systems,,,,,,,,,,
134,2,766,479,3,6,0,0,0,14,Power Diagnostic - Shield Recharge Rate
144,2,766,55,3,6,0,0,0,14,Power Diagnostic - Cap Recharge Rate
145,2,766,11,3,6,0,0,0,14,Power Diagnostic - PG
146,2,766,263,3,6,0,0,0,14,Power Diagnostic - Shield HP
147,2,766,482,3,6,0,0,0,14,Power Diagnostic - Cap Capacity
# Reactor Control Units,,,,,,,,,,
145,2,769,11,3,6,0,0,0,14,Reactor Control - PG
# HULL & ARMOR,,,,,,,,,,
# Ancillary Armor Repairers,,,,,,,,,,
1886,2,1199,84,2,1199,0,0,5,14,AAR Charged Repair Amount Bonus
# Armor Hardeners,,,,,,,,,,
984,2,328;1699,267,3,6,1,0,2,12,Armor Hardeners - Active EM Resist
985,2,328;1699,268,3,6,1,0,2,12,Armor Hardeners - Active Exp Resist
986,2,328;1699,269,3,6,1,0,2,12,Armor Hardeners - Active Kin Resist
987,2,328;1699,270,3,6,1,0,2,12,Armor Hardeners - Active Therm Resist
# Armor Plates,,,,,,,,,,
796,2,329,10002,3,6,0,0,1,14,Armor Plates - Mass Addition
1159,2,329,265,3,6,0,0,1,14,Armor Plates - Armor HP
# Armor Resistance Shift Hardener,,,,,,,,,,
267,2,1150,267,3,6,2,0,2,12,Armor Resistance Shift Hardeners - Active EM Resist
268,2,1150,268,3,6,2,0,2,12,Armor Resistance Shift Hardeners - Active Exp Resist
269,2,1150,269,3,6,2,0,2,12,Armor Resistance Shift Hardeners - Active Kin Resist
270,2,1150,270,3,6,2,0,2,12,Armor Resistance Shift Hardeners - Active Therm Resist
# Damage Controls,,,,,,,,,,
267,2,60,267,3,6,2,0,2,12,Armor EM Resistance Bonus
268,2,60,268,3,6,2,0,2,12,Armor Exp Resistance Bonus
269,2,60,269,3,6,2,0,2,12,Armor Kin Resistance Bonus
270,2,60,270,3,6,2,0,2,12,Armor Therm Resistance Bonus
271,2,60,271,3,6,2,0,2,12,Shield EM Resistance Bonus
272,2,60,272,3,6,2,0,2,12,Shield Exp Resistance Bonus
273,2,60,273,3,6,2,0,2,12,Shield Kin Resistance Bonus
274,2,60,274,3,6,2,0,2,12,Shield Therm Resistance Bonus
974,2,60,113,3,6,0,0,2,12,Hull EM Resistance Bonus
975,2,60,111,3,6,0,0,2,12,Hull Exp Resistance Bonus
976,2,60,109,3,6,0,0,2,12,Hull Kin Resistance Bonus
977,2,60,110,3,6,0,0,2,12,Hull Therm Resistance Bonus
# Armor Energized Plating,,,,,,,,,,
148,2,326,265,3,6,0,0,0,14,Armor Amplifiers - Armor HP Bonus
984,2,326,267,3,6,1,0,2,14,Armor Amplifiers - Passive EM Resist
985,2,326,268,3,6,1,0,2,14,Armor Amplifiers - Passive Exp Resist
986,2,326,269,3,6,1,0,2,14,Armor Amplifiers - Passive Kin Resist
987,2,326,270,3,6,1,0,2,14,Armor Amplifiers - Passive Therm Resist
# Cargo Expander,,,,,,,,,,
149,2,765,10004,3,6,0,0,0,14,Cargo Capacity Bonus
150,2,765,9,3,6,0,0,0,14,Structure HP Penalty
306,2,765,37,3,6,1,0,0,14,Max Velocity Penalty
# Nanofiber Internal Structure,,,,,,,,,,
150,2,763,9,3,6,0,0,0,14,Structure HP Bonus
169,2,763,70,3,6,1,0,0,14,Inertia Bonus
1076,2,763,37,3,6,1,0,0,14,Max Velocity Bonus
# Reinforced Bulkheads,,,,,,,,,,
150,2,78,9,3,6,0,0,0,14,Structure HP Bonus
169,2,78,70,3,6,1,0,0,14,Inertia Penalty
149,2,78,10004,3,6,0,0,0,14,Cargo Capacity Penalty
# Armor Resistence Plating,,,,,,,,,,
984,2,98,267,3,6,1,0,2,14,Armor Plating - Passive EM Resist
985,2,98,268,3,6,1,0,2,14,Armor Plating - Passive Exp Resist
986,2,98,269,3,6,1,0,2,14,Armor Plating - Passive Kin Resist
987,2,98,270,3,6,1,0,2,14,Armor Plating - Passive Therm Resist
148,2,98,265,3,6,0,0,0,14,Armor Plating - Armor HP Bonus
# PROPULSION,,,,,,,,,,
# Afterburners/MWD,,,,,,,,,,
567,2,46,10010,3,6,0,0,1,12,AB/MWD Thrust
796,2,46,10002,3,6,0,0,1,12,AB/MWD Mass addition
554,2,46,552,3,6,1,0,0,12,AB/MWD Sig Radius Penalty
147,2,46,482,3,6,0,0,0,14,AB/MWD Cap Penalty
20,2,46,37,3,6,0,0,3,12,AB/MWD Velocity Bonus
# Hyperspatial Accelerators,,,,,,,,,,
1950,2,1289,600,3,6,0,0,1,14,Warp Speed Bonus
# Jump Economizers,,,,,,,,,,
1296,2,1299,868,3,6,0,0,0,14,Fuel Consumption Bonus
# Inertia Stabilizers,,,,,,,,,,
169,2,762,70,3,6,1,0,0,14,Inertia Modifier
554,2,762,552,3,6,1,0,0,14,Sig Radius Penalty
# Micro Jump Drives,,,,,,,,,,
973,2,1189,552,3,6,1,0,0,12,Sig Radius Penalty
# Micro Jump Field Generators,,,,,,,,,,
973,2,1533,552,3,6,1,0,0,12,Sig Radius Penalty
# Overdrive Injectors,,,,,,,,,,
1076,2,764,37,3,6,1,0,0,14,Max Velocity Bonus
149,2,764,10004,3,6,0,0,0,14,Cargo Capacity Penalty
# Warp Core Stabilizers,,,,,,,,,,
105,2,315,10009,3,6,0,0,1,14,Warp Core Strength
309,2,315,76,3,6,1,0,0,14,Targeting Range Penalty
565,2,315,564,3,6,1,0,0,14,Scan Resolution Penalty
# SCANNING EQUIPMENT,,,,,,,,,,
# Scan Acquisition Array,,,,,,,,,,
1906,2,1238,73,2,481,0,0,0,4,Scan Time Bonus
# Scan Pinpointing Array,,,,,,,,,,
1905,2,1223,1372,2,479,1,0,0,4,Scan Deviation Bonus
# Scan Probe Launchers,,,,,,,,,,
846,2,481,1371,2,479,1,0,0,4,Scan Strength Bonus
# Scan Rangefinding Array,,,,,,,,,,
1907,2,1223,1371,2,479,1,0,0,4,Scan Strength Bonus
# Entosis link,,,,,,,,,,
2033,2,1313,37,3,6,0,0,13,15,Speed Limit
# SHIELD,,,,,,,,,,
# Shield Boost Amplifiers,,,,,,,,,,
548,2,338,68,2,40;1156,1,0,0,14,Shield Boost Bonus
# Shield Extenders,,,,,,,,,,
72,2,38,263,3,6,0,0,1,14,Shield Extenders - Shield HP
983,2,38,552,3,6,0,0,1,14,Shield Extenders - Signature Radius
# Shield Flux Coils,,,,,,,,,,
146,2,770,263,3,6,0,0,0,14,Shield Flux Coil - Shield HP
134,2,770,479,3,6,0,0,0,14,Shield Flux Coil - Shield Recharge Rate
# Shield Hardeners,,,,,,,,,,
984,2,77;1700,271,3,6,1,0,2,12,Shield Hardeners - Active EM Resist
985,2,77;1700,272,3,6,1,0,2,12,Shield Hardeners - Active Exp Resist
986,2,77;1700,273,3,6,1,0,2,12,Shield Hardeners - Active Kin Resist
987,2,77;1700,274,3,6,1,0,2,12,Shield Hardeners - Active Therm Resist
# Shield Power Relays,,,,,,,,,,
338,2,57,479,3,6,0,0,0,14,Shield Power Relay - Shield Recharge Rate
144,2,57,55,3,6,0,0,0,14,Shield Power Relay - Capacitor Recharge Rate
# Shield Rechargers,,,,,,,,,,
134,2,39,479,3,6,0,0,0,14,Shield Recharger - Shield Recharge Rate
# Shield Resistance Amplifiers,,,,,,,,,,
984,2,295,271,3,6,1,0,2,14,Shield Amplifiers - Passive EM Resist
985,2,295,272,3,6,1,0,2,14,Shield Amplifiers - Passive Exp Resist
986,2,295,273,3,6,1,0,2,14,Shield Amplifiers - Passive Kin Resist
987,2,295,274,3,6,1,0,2,14,Shield Amplifiers - Passive Therm Resist
# TURRETS & BAYS,,,,,,,,,,
# Bomb Launchers,,,,,,,,,,
983,2,862,552,3,6,0,0,1,15,Signature Radius
# Ballistic Control Systems,,,,,,,,,,
204,2,367,51,2,511;524;506;510;771;507;508;509;1245;1673;1674,1,0,0,14,ROF Bonus
213,2,367,114,2,654;656;655;653;648;657;772;386;385;384;387;89;476;1677;1019;1678;88;1158;394;395;396,1,0,0,14,Damage Bonus - EM
213,2,367,116,2,654;656;655;653;648;657;772;386;385;384;387;89;476;1677;1019;1678;88;1158;394;395;396,1,0,0,14,Damage Bonus - Explosive
213,2,367,117,2,654;656;655;653;648;657;772;386;385;384;387;89;476;1677;1019;1678;88;1158;394;395;396,1,0,0,14,Damage Bonus - Kinetic
213,2,367,118,2,654;656;655;653;648;657;772;386;385;384;387;89;476;1677;1019;1678;88;1158;394;395;396,1,0,0,14,Damage Bonus - Thermal
# Missile guidance enhancers,,,,,,,,,,
547,2,1395,37,2,654;656;655;653;648;657;772;386;385;384;387;89;476;1677;1019;1678;88;1158;394;395;396,1,0,0,14,Missile Velocity Multiplier			
847,2,1395,653,2,654;656;655;653;648;657;772;386;385;384;387;89;476;1677;1019;1678;88;1158;394;395;396,1,0,0,14,Missile Explosion Velocity Multiplier		
848,2,1395,654,2,654;656;655;653;648;657;772;386;385;384;387;89;476;1677;1019;1678;88;1158;394;395;396,1,0,0,14,Missile Explosion Radius Multiplier		
596,2,1395,281,2,654;656;655;653;648;657;772;386;385;384;387;89;476;1677;1019;1678;88;1158;394;395;396,1,0,0,14,Missile Flight Time
# Missile guidance computers,,,,,,,,,,
547,2,1396,37,2,654;656;655;653;648;657;772;386;385;384;387;89;476;1677;1019;1678;88;1158;394;395;396,2,0,0,12,Missile Velocity Multiplier			
847,2,1396,653,2,654;656;655;653;648;657;772;386;385;384;387;89;476;1677;1019;1678;88;1158;394;395;396,2,0,0,12,Missile Explosion Velocity Multiplier		
848,2,1396,654,2,654;656;655;653;648;657;772;386;385;384;387;89;476;1677;1019;1678;88;1158;394;395;396,2,0,0,12,Missile Explosion Radius Multiplier		
596,2,1396,281,2,654;656;655;653;648;657;772;386;385;384;387;89;476;1677;1019;1678;88;1158;394;395;396,2,0,0,12,Missile Flight Time
# Gyrostabilizers,,,,,,,,,,
204,2,59,10013,2,55,1,0,0,14,ROF
64,2,59,10016,2,55,1,0,5,14,Damage Bonus
# Heat Sinks,,,,,,,,,,
204,2,205,10011,2,53,1,0,0,14,ROF
64,2,205,10014,2,53,1,0,5,14,Damage Bonus
# Magnetic Field Stabilizers,,,,,,,,,,
204,2,302,10012,2,74,1,0,0,14,ROF
64,2,302,10015,2,74,1,0,5,14,Damage Bonus
# Bastion Module,,,,,,,,,,
20,1,33400,37,3,6,0,0,0,4,Max Velocity Bonus
547,1,33400,37,2,385;395;655;656;657;386;89;396,2,0,0,4,Heavy & Large Missile Velocity Bonus
351,1,33400,54,4,563;566;576;579;569;573,1,0,0,4,Large Turret Optimal Bonus
349,1,33400,158,4,563;566;576;579;569;573,1,0,0,4,Large Turret Falloff Bonus
548,1,33400,68,2,40;1156,1,0,0,4,Shield Boost Bonus
895,1,33400,84,2,62;1199,1,0,0,4,Armor Repair Amount
267,1,33400,267,3,6,2,0,2,4,Armor EM Resistance Bonus
268,1,33400,268,3,6,2,0,2,4,Armor Exp Resistance Bonus
269,1,33400,269,3,6,2,0,2,4,Armor Kin Resistance Bonus
270,1,33400,270,3,6,2,0,2,4,Armor Therm Resistance Bonus
271,1,33400,271,3,6,2,0,2,4,Shield EM Resistance Bonus
272,1,33400,272,3,6,2,0,2,4,Shield Exp Resistance Bonus
273,1,33400,273,3,6,2,0,2,4,Shield Kin Resistance Bonus
274,1,33400,274,3,6,2,0,2,4,Shield Therm Resistance Bonus
974,1,33400,113,3,6,0,0,2,4,Hull EM Resistance Bonus
975,1,33400,111,3,6,0,0,2,4,Hull Exp Resistance Bonus
976,1,33400,109,3,6,0,0,2,4,Hull Kin Resistance Bonus
977,1,33400,110,3,6,0,0,2,4,Hull Therm Resistance Bonus
# Industrial Core,,,,,,,,,,
20,1,28583,37,3,6,0,0,0,4,Max Velocity Bonus
1238,1,28583,833,4,1638,0,0,5,4,Mining Foreman Ganglink Bonus
# Siege Modules,,,,,,,,,,
20,1,4292;20280,37,3,6,0,0,0,4,Max Velocity Bonus
